(0,0,K)
(0,1,B)
(0,2,B)
(0,3,B)
(0,4,M)
(0,5,B)
(0,6,B)
(0,7,B)
(0,8,B)
(0,9,K)
(0,10,B)
(0,11,K)
(0,12,B)
(0,13,B)
(0,14,K)
(0,15,B)
(0,16,K)
(0,17,B)
(0,18,B)
(0,19,B)
(0,20,B)
(0,21,B)
(0,22,K)
(0,23,B)
(0,24,K)
(0,25,B)
(0,26,B)
(0,27,K)
(0,28,K)
(0,29,B)
(0,30,B)
(0,31,K)
(0,32,K)
(0,33,B)
(0,34,K)
(0,35,B)
(0,36,B)
(0,37,B)
(0,38,B)
(0,39,B)
(0,40,B)
(0,41,B)
(0,42,B)
(0,43,B)
(0,44,B)
(0,45,B)
(0,46,K)
(0,47,K)
(0,48,K)
(0,49,B)
(1,0,B)
(1,1,B)
(1,2,K)
(1,3,B)
(1,4,B)
(1,5,K)
(1,6,B)
(1,7,K)
(1,8,B)
(1,9,B)
(1,10,B)
(1,11,B)
(1,12,K)
(1,13,B)
(1,14,B)
(1,15,B)
(1,16,K)
(1,17,K)
(1,18,K)
(1,19,B)
(1,20,B)
(1,21,B)
(1,22,B)
(1,23,B)
(1,24,K)
(1,25,B)
(1,26,B)
(1,27,B)
(1,28,B)
(1,29,B)
(1,30,K)
(1,31,B)
(1,32,K)
(1,33,B)
(1,34,B)
(1,35,B)
(1,36,B)
(1,37,B)
(1,38,B)
(1,39,B)
(1,40,B)
(1,41,B)
(1,42,B)
(1,43,K)
(1,44,B)
(1,45,B)
(1,46,B)
(1,47,K)
(1,48,K)
(1,49,B)
(2,0,K)
(2,1,K)
(2,2,K)
(2,3,B)
(2,4,B)
(2,5,K)
(2,6,K)
(2,7,K)
(2,8,B)
(2,9,B)
(2,10,B)
(2,11,B)
(2,12,K)
(2,13,B)
(2,14,B)
(2,15,B)
(2,16,K)
(2,17,B)
(2,18,B)
(2,19,B)
(2,20,B)
(2,21,B)
(2,22,B)
(2,23,B)
(2,24,K)
(2,25,K)
(2,26,B)
(2,27,B)
(2,28,K)
(2,29,B)
(2,30,K)
(2,31,B)
(2,32,B)
(2,33,B)
(2,34,B)
(2,35,B)
(2,36,B)
(2,37,K)
(2,38,B)
(2,39,B)
(2,40,B)
(2,41,B)
(2,42,B)
(2,43,K)
(2,44,K)
(2,45,B)
(2,46,B)
(2,47,B)
(2,48,B)
(2,49,K)
(3,0,B)
(3,1,B)
(3,2,K)
(3,3,K)
(3,4,B)
(3,5,K)
(3,6,B)
(3,7,K)
(3,8,B)
(3,9,B)
(3,10,B)
(3,11,K)
(3,12,B)
(3,13,B)
(3,14,K)
(3,15,B)
(3,16,B)
(3,17,B)
(3,18,B)
(3,19,B)
(3,20,K)
(3,21,B)
(3,22,B)
(3,23,K)
(3,24,K)
(3,25,B)
(3,26,B)
(3,27,B)
(3,28,B)
(3,29,B)
(3,30,B)
(3,31,B)
(3,32,B)
(3,33,K)
(3,34,K)
(3,35,B)
(3,36,B)
(3,37,K)
(3,38,B)
(3,39,B)
(3,40,K)
(3,41,B)
(3,42,B)
(3,43,K)
(3,44,K)
(3,45,K)
(3,46,B)
(3,47,B)
(3,48,B)
(3,49,K)
(4,0,B)
(4,1,B)
(4,2,B)
(4,3,B)
(4,4,B)
(4,5,B)
(4,6,B)
(4,7,B)
(4,8,B)
(4,9,K)
(4,10,B)
(4,11,K)
(4,12,B)
(4,13,B)
(4,14,B)
(4,15,B)
(4,16,K)
(4,17,B)
(4,18,B)
(4,19,B)
(4,20,K)
(4,21,B)
(4,22,K)
(4,23,K)
(4,24,B)
(4,25,K)
(4,26,B)
(4,27,B)
(4,28,B)
(4,29,B)
(4,30,B)
(4,31,B)
(4,32,K)
(4,33,B)
(4,34,B)
(4,35,B)
(4,36,K)
(4,37,K)
(4,38,B)
(4,39,B)
(4,40,B)
(4,41,B)
(4,42,B)
(4,43,B)
(4,44,K)
(4,45,B)
(4,46,B)
(4,47,B)
(4,48,B)
(4,49,B)
(5,0,K)
(5,1,B)
(5,2,B)
(5,3,K)
(5,4,B)
(5,5,K)
(5,6,B)
(5,7,K)
(5,8,K)
(5,9,B)
(5,10,B)
(5,11,B)
(5,12,B)
(5,13,K)
(5,14,B)
(5,15,K)
(5,16,K)
(5,17,B)
(5,18,K)
(5,19,B)
(5,20,B)
(5,21,B)
(5,22,K)
(5,23,B)
(5,24,B)
(5,25,B)
(5,26,K)
(5,27,K)
(5,28,B)
(5,29,B)
(5,30,K)
(5,31,B)
(5,32,B)
(5,33,B)
(5,34,K)
(5,35,B)
(5,36,B)
(5,37,B)
(5,38,K)
(5,39,B)
(5,40,B)
(5,41,B)
(5,42,K)
(5,43,B)
(5,44,B)
(5,45,B)
(5,46,K)
(5,47,B)
(5,48,K)
(5,49,K)
(6,0,K)
(6,1,K)
(6,2,B)
(6,3,B)
(6,4,B)
(6,5,K)
(6,6,K)
(6,7,K)
(6,8,B)
(6,9,K)
(6,10,B)
(6,11,B)
(6,12,B)
(6,13,B)
(6,14,B)
(6,15,B)
(6,16,B)
(6,17,B)
(6,18,K)
(6,19,K)
(6,20,B)
(6,21,B)
(6,22,B)
(6,23,B)
(6,24,B)
(6,25,B)
(6,26,K)
(6,27,B)
(6,28,B)
(6,29,B)
(6,30,B)
(6,31,B)
(6,32,B)
(6,33,K)
(6,34,B)
(6,35,K)
(6,36,B)
(6,37,B)
(6,38,B)
(6,39,K)
(6,40,B)
(6,41,B)
(6,42,B)
(6,43,B)
(6,44,K)
(6,45,K)
(6,46,K)
(6,47,B)
(6,48,B)
(6,49,B)
(7,0,B)
(7,1,B)
(7,2,K)
(7,3,B)
(7,4,K)
(7,5,B)
(7,6,B)
(7,7,K)
(7,8,B)
(7,9,K)
(7,10,B)
(7,11,K)
(7,12,B)
(7,13,K)
(7,14,B)
(7,15,B)
(7,16,B)
(7,17,B)
(7,18,B)
(7,19,B)
(7,20,K)
(7,21,B)
(7,22,B)
(7,23,B)
(7,24,B)
(7,25,K)
(7,26,K)
(7,27,K)
(7,28,B)
(7,29,B)
(7,30,B)
(7,31,B)
(7,32,B)
(7,33,K)
(7,34,B)
(7,35,B)
(7,36,B)
(7,37,B)
(7,38,B)
(7,39,B)
(7,40,B)
(7,41,K)
(7,42,K)
(7,43,K)
(7,44,K)
(7,45,B)
(7,46,K)
(7,47,B)
(7,48,K)
(7,49,B)
(8,0,B)
(8,1,B)
(8,2,B)
(8,3,K)
(8,4,K)
(8,5,B)
(8,6,B)
(8,7,K)
(8,8,B)
(8,9,B)
(8,10,K)
(8,11,B)
(8,12,B)
(8,13,B)
(8,14,B)
(8,15,B)
(8,16,K)
(8,17,K)
(8,18,B)
(8,19,B)
(8,20,B)
(8,21,B)
(8,22,B)
(8,23,K)
(8,24,B)
(8,25,B)
(8,26,K)
(8,27,B)
(8,28,K)
(8,29,B)
(8,30,B)
(8,31,K)
(8,32,K)
(8,33,B)
(8,34,B)
(8,35,B)
(8,36,B)
(8,37,B)
(8,38,K)
(8,39,K)
(8,40,B)
(8,41,B)
(8,42,K)
(8,43,B)
(8,44,B)
(8,45,B)
(8,46,K)
(8,47,B)
(8,48,K)
(8,49,B)
(9,0,K)
(9,1,B)
(9,2,B)
(9,3,K)
(9,4,B)
(9,5,K)
(9,6,K)
(9,7,K)
(9,8,K)
(9,9,K)
(9,10,K)
(9,11,K)
(9,12,K)
(9,13,B)
(9,14,K)
(9,15,K)
(9,16,B)
(9,17,K)
(9,18,B)
(9,19,B)
(9,20,B)
(9,21,B)
(9,22,B)
(9,23,K)
(9,24,K)
(9,25,K)
(9,26,B)
(9,27,B)
(9,28,B)
(9,29,B)
(9,30,K)
(9,31,B)
(9,32,K)
(9,33,B)
(9,34,B)
(9,35,B)
(9,36,K)
(9,37,K)
(9,38,K)
(9,39,B)
(9,40,B)
(9,41,K)
(9,42,K)
(9,43,K)
(9,44,B)
(9,45,K)
(9,46,B)
(9,47,B)
(9,48,K)
(9,49,K)
(10,0,K)
(10,1,B)
(10,2,B)
(10,3,B)
(10,4,B)
(10,5,B)
(10,6,B)
(10,7,K)
(10,8,B)
(10,9,K)
(10,10,B)
(10,11,B)
(10,12,K)
(10,13,B)
(10,14,B)
(10,15,B)
(10,16,K)
(10,17,K)
(10,18,B)
(10,19,B)
(10,20,B)
(10,21,B)
(10,22,B)
(10,23,K)
(10,24,B)
(10,25,B)
(10,26,B)
(10,27,K)
(10,28,B)
(10,29,K)
(10,30,K)
(10,31,B)
(10,32,K)
(10,33,B)
(10,34,K)
(10,35,B)
(10,36,B)
(10,37,B)
(10,38,K)
(10,39,B)
(10,40,B)
(10,41,B)
(10,42,K)
(10,43,B)
(10,44,B)
(10,45,B)
(10,46,B)
(10,47,B)
(10,48,B)
(10,49,B)
(11,0,B)
(11,1,B)
(11,2,K)
(11,3,B)
(11,4,B)
(11,5,K)
(11,6,B)
(11,7,B)
(11,8,B)
(11,9,K)
(11,10,K)
(11,11,B)
(11,12,K)
(11,13,B)
(11,14,B)
(11,15,B)
(11,16,K)
(11,17,B)
(11,18,B)
(11,19,K)
(11,20,K)
(11,21,B)
(11,22,B)
(11,23,B)
(11,24,B)
(11,25,B)
(11,26,B)
(11,27,B)
(11,28,B)
(11,29,K)
(11,30,K)
(11,31,K)
(11,32,K)
(11,33,B)
(11,34,K)
(11,35,B)
(11,36,B)
(11,37,B)
(11,38,B)
(11,39,B)
(11,40,K)
(11,41,B)
(11,42,B)
(11,43,B)
(11,44,K)
(11,45,K)
(11,46,K)
(11,47,K)
(11,48,B)
(11,49,K)
(12,0,B)
(12,1,K)
(12,2,B)
(12,3,K)
(12,4,B)
(12,5,B)
(12,6,B)
(12,7,K)
(12,8,B)
(12,9,B)
(12,10,B)
(12,11,B)
(12,12,B)
(12,13,B)
(12,14,K)
(12,15,B)
(12,16,K)
(12,17,B)
(12,18,B)
(12,19,B)
(12,20,B)
(12,21,B)
(12,22,B)
(12,23,B)
(12,24,K)
(12,25,B)
(12,26,B)
(12,27,K)
(12,28,B)
(12,29,K)
(12,30,K)
(12,31,B)
(12,32,B)
(12,33,B)
(12,34,B)
(12,35,B)
(12,36,K)
(12,37,K)
(12,38,B)
(12,39,B)
(12,40,B)
(12,41,K)
(12,42,K)
(12,43,B)
(12,44,K)
(12,45,B)
(12,46,K)
(12,47,B)
(12,48,B)
(12,49,B)
(13,0,B)
(13,1,K)
(13,2,B)
(13,3,B)
(13,4,B)
(13,5,B)
(13,6,K)
(13,7,B)
(13,8,B)
(13,9,B)
(13,10,B)
(13,11,K)
(13,12,B)
(13,13,K)
(13,14,K)
(13,15,B)
(13,16,K)
(13,17,K)
(13,18,K)
(13,19,K)
(13,20,B)
(13,21,K)
(13,22,B)
(13,23,B)
(13,24,K)
(13,25,K)
(13,26,K)
(13,27,K)
(13,28,K)
(13,29,B)
(13,30,B)
(13,31,K)
(13,32,K)
(13,33,K)
(13,34,B)
(13,35,B)
(13,36,B)
(13,37,K)
(13,38,K)
(13,39,B)
(13,40,B)
(13,41,B)
(13,42,B)
(13,43,B)
(13,44,B)
(13,45,B)
(13,46,B)
(13,47,K)
(13,48,B)
(13,49,B)
(14,0,K)
(14,1,B)
(14,2,B)
(14,3,K)
(14,4,B)
(14,5,K)
(14,6,K)
(14,7,B)
(14,8,K)
(14,9,B)
(14,10,B)
(14,11,K)
(14,12,B)
(14,13,K)
(14,14,B)
